Issue id,Status,Summary,Issue Type,Created,Author,Resolution,Resolved,Description,Creator,Labels,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary,Comment author,Commentary
9512,OPEN,[Feature Request] Auto update plugins under $ZSH_CUSTOM folder,Feature,2021-04-02 20:37:46 +0000 UTC,SukkaW,In progress,,"**Is your feature request related to a problem? Please describe.**

oh-my-zsh built-in plugins will be updated during `omz update` (and auto-update as well) since those plugins are hosted in the `ohmyzsh` repo. However, there might be many users' plugins that are located under the `$ZSH_CUSTOM` folders. oh-my-zsh should update them as well when `omz update`.

**Describe the solution you'd like**

First, there should be an option (maybe `$UPDATE_ZSH_CUSTOM`). When enabled, `omz update` (or during the auto update) should look through every directory under the `$ZSH_CUSTOM` folder. If there is a `.git`, execute `git pull --rebase`.

**Describe alternatives you've considered**

There are many existed oh-my-zsh plugins that accomplish the same thing. But they heavily rely on overrides oh-my-zsh internal function. oh-my-zsh could provide an `after_update_hook` for them.

**Additional context**

- https://github.com/TamCore/autoupdate-oh-my-zsh-plugins
- https://github.com/tautomer/update-ohmyzsh-custom-plugins

Two oh-my-zsh plugins pop up in Google search result when I type in ""oh my zsh custom plugin update"".
",,,SukkaW,"
--
Another alternative: `omz plugin update`.
--

--
> I used the below snippet from [this solution](https://unix.stackexchange.com/questions/477258/how-to-auto-update-custom-plugins-in-oh-my-zsh) before.
> The problem with this hack is now I'm getting git merge errors. So I have to git stash & then update. So an official feature would be great.

I don't need any ""third-party"" solution bacause I already got one (even better than the one your have found):

```bash
update_ohmyzsh_custom_plugins() {
    red=$(tput setaf 1)
    blue=$(tput setaf 4)
    green=$(tput setaf 2)
    reset=$(tput sgr0)

    echo """"
    printf ""${blue}%s${reset}\n"" ""Upgrading custom plugins""

    find ""${ZSH_CUSTOM:-~/.oh-my-zsh/custom}"" -type d -name "".git"" | while read LINE; do
        p=${LINE:h}
        pushd -q ""${p}""

        if git pull --rebase; then
            printf ""${green}%s${reset}\n"" ""${p:t} has been updated and/or is at the current version.""
        else
            printf ""${red}%s${reset}\n"" ""There was an error updating ${p:t}. Try again later?""
        fi
        popd -q
    done
}
```

The code snippet above will ignore any git merge errors since it uses `git pull --rebase`.
--
",K,"
--
I used the below snippet from [this solution](https://unix.stackexchange.com/questions/477258/how-to-auto-update-custom-plugins-in-oh-my-zsh) before.

```
# Custom Plugin update custom function
printf ""\n${BLUE}%s${RESET}\n"" ""Updating custom plugins and themes""
cd custom/
for plugin in plugins/*/ themes/*/; do
  if [ -d ""$plugin/.git"" ]; then
     printf ""${YELLOW}%s${RESET}\n"" ""${plugin%/}""
     git -C ""$plugin"" pull
  fi
done
```

The problem with this hack is now I'm getting git merge errors. So I have to git stash & then update. So an official feature would be great.


--

--
@SukkaW I see that looks great. I mean official feature would be great. anyway, thank you for the snippet :)
--
",mr,"
--
yeah, my upgrade.sh is always in a modified state and I'd like that not to be the case.

I'd vote for just incorporating the above logic into `tools/upgrade.sh` but we could also do what I'm doing; provide a hook and leave it up to the user:

```
local custom_upgrade=${ZSH_CUSTOM:-~/.oh-my-zsh/custom}/upgrade.sh
if [[ $ret -eq 0 && -x $custom_upgrade ]]; then
  $custom_upgrade
  ret=$?
fi
```

Previously I had hand-crafted `custom/upgrade.sh` but I like @SukkaW 's version better so I'm using that now.  One note:  your expansion doesn't work if `$ZSH_CUSTOM` is unset - the `~` is interpreted literally and not expanded to `$HOME`; removing the double quotes fixes that although there may be a better fix.

[edit: OMZ automatically sources `.zsh` files in `custom`, so I renamed my second stage script to `.sh`]
--
",,,,,,
9483,OPEN,Allow customize agnoster prompt,Feature,2020-12-02 13:12:32 +0000 UTC,strowk,Opened,,"**Theme: agnoster**

**Problem**
Normally prompt prints complete dir path `%~`, substituting home to `~`. I like to have only last part of dir (`'%1d'`). So I'd like prompt to be configurable. 

**Possible Solution**
There's an example how it could look like in alternative agnoster impl here - https://github.com/agnoster/agnoster-zsh-theme . See AGNOSTER_PROMPT_SEGMENTS. 

**Alternatives**
I can just change that thing myself in the zsh-theme flie. This is what I did currently, but it would probably be overwritten by update. 
There could be different implementation, which does not work the same as in another impl(AGNOSTER_PROMPT_SEGMENTS). Because build_prompt refers to prompt_dir, it could be possible to somehow inject in between and override function. For example prompt_dir might look if there's already function like custom_agnoster_prompt_dir and delegate there instead. ",,,okasang99,"
--
[Null](www.jokerslot.net) 

> ``Mumumay88
--

--
 #@Mumumay88 
Duplicate of  #9416   #9482 jma98905
--
",,,,,,,,,,
9480,OPEN,Vendor completions for docker broken,Area: plugin; Status: not our issue; Topic: completion,2021-04-06 18:19:25 +0000 UTC,kwielo,Opened,,"```

Full output:

```bash
[oh-my-zsh] Would you like to update? [Y/n]
Updating Oh My Zsh
remote: Enumerating objects: 59, done.
remote: Counting objects: 100% (59/59), done.
remote: Compressing objects: 100% (22/22), done.
remote: Total 39 (delta 23), reused 33 (delta 17), pack-reused 0
Unpacking objects: 100% (39/39), done.
From https://github.com/ohmyzsh/ohmyzsh
 * branch            master     -> FETCH_HEAD
   9b11986..05e2956  master     -> origin/master
 plugins/ansible/ansible.plugin.zsh               |   4 +--
 plugins/aws/aws.plugin.zsh                       |  25 +++++++++++------
 plugins/git-auto-fetch/README.md                 |  43 +++++++++++++++++++++--------
 plugins/git-auto-fetch/git-auto-fetch.plugin.zsh |  81 +++++++++++++++++++++++++++++++++++-------------------
 plugins/gitfast/_git                             | 129 +++++++++++++++++++++++++++++++++++++++++++-------------------------------------------
 plugins/gitfast/git-completion.bash              |  73 +++++++++++++++++++++++++++++--------------------
 plugins/gitfast/update                           |   2 +-
 plugins/magic-enter/magic-enter.plugin.zsh       |  53 ++++++++++++++++++++++--------------
 plugins/shell-proxy/proxy.py                     |   2 +-
 plugins/shell-proxy/ssh-agent.py                 |   2 +-
 plugins/terraform/_terraform                     | 228 +++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++++-----------------------------------------------------------
 11 files changed, 384 insertions(+), 258 deletions(-)
First, rewinding head to replay your work on top of it...
Fast-forwarded master to 05e2956dc61198d4767b96d97c5d10c93cedd6e3.
         __                                     __
  ____  / /_     ____ ___  __  __   ____  _____/ /_
 / __ \/ __ \   / __ `__ \/ / / /  /_  / / ___/ __ \
/ /_/ / / / /  / / / / / / /_/ /    / /_(__  ) / / /
\____/_/ /_/  /_/ /_/ /_/\__, /    /___/____/_/ /_/
                        /____/
Hooray! Oh My Zsh has been updated and/or is at the current version.
To keep up on the latest news and updates, follow us on Twitter: https://twitter.com/ohmyzsh
Want to get involved in the community? Join our Discord: https://discord.gg/ohmyzsh
Get your Oh My Zsh swag at: https://shop.planetargon.com/collections/oh-my-zsh
compinit:501: no such file or directory: /usr/share/zsh/vendor-completions/_docker
```

**To Reproduce**
This is happening during update, not sure how to reproduce automatic update procedure:

**Expected behavior**
No error messages at the end of the update.

**Screenshots and/or Recordings**
n/a

**Self Check**
Done.

**Desktop (please complete the following information):**

 - OS / Distro: Ubuntu 18.04
 - If on Windows what version of WSL: WSL2
 - Latest ohmyzsh update?: Yes
 - ZSH Version: 5.4.2
 - Terminal emulator: Windows Terminal

**Additional context**

```
ZSH_THEME=""gallois""
plugins=(git composer zsh-autosuggestions zsh-completions)
```",,,mrbagpipe,"
--
I found the reason for this error here: https://github.com/docker/for-win/issues/8336

Looks like there is no solution yet though but at least it explains the error
--
",mcornella,"
--
Workaround: https://github.com/docker/for-win/issues/8336#issuecomment-718369597
--

--
> This is happening during update, not sure how to reproduce automatic update procedure:

Does this *only* happen during update? If so it might be because `compinit` is run afterwards without cache.
--
",,,,,,,,
9472,OPEN,Git autocompletion seems to be broken.,,2020-11-27 21:54:58 +0000 UTC,sobiodarlington,In progress,,"Steps to reproduce the behavior, for example:
1. Run git checkout /<tab>
2. Press [tab] to get suggestions
3. My root dir is suggested instead of branches/tags

**Expected behavior**
A list of branches/tags should be suggested


**Desktop (please complete the following information):**

 - OS / Distro: macOS Catalina
 - Latest ohmyzsh update?: Yes
 - ZSH Version: 5.8
 - Terminal emulator: iTerm2
",,,mcornella,"
--
After trying to tab-complete, please run this and post the output: `which _git`.
--

--
Can you run `whence -v _git` (after tab-completing git), as well as post your zshrc file?
--
",sobiodarlington,"
--
This is the output from `which _git` command

```
$ which _git

_git () {
	local _ret=1
	local cur cword prev
	cur=${words[CURRENT]}
	prev=${words[CURRENT-1]}
	let cword=CURRENT-1
	if (( $+functions[__${service}_zsh_main] ))
	then
		__${service}_zsh_main
	else
		emulate ksh -c __${service}_main
	fi
	let _ret && _default && _ret=0
	return _ret
}
```
--
",,,,,,,,
9471,OPEN,oh-my-zsh may be setting `sharehistory`,Area: core; Feature,2020-12-11 15:00:35 +0000 UTC,PEConn,Opened,,"**Describe the bug**
oh-my-zsh updated itself recently - I don't know how to find the version, but if I do `cd ~/.oh-my-zsh; git log` it shows `7a76afd61` as the most recent commit.

I noticed that history was getting shared between my terminals, and found that if I ran `setopt`, the output included `sharehistory`.

I added `unsetopt sharehistory` to my `.zshrc` and continued happily, but I'm unsure what caused it to be set in the first place. Could it be something to do with the `oh-my-zsh` update?

 - OS / Distro: Linux
 - Latest ohmyzsh update?: Yes
 - ZSH Version: zsh 5.8 (x86_64-debian-linux-gnu)
 - Terminal emulator: Gnome terminal 3.36.2
",,,mcornella,"
--
The removal was reverted in 28ed2880 due to user complaints. It'll probably be replaced with `inc_append_history` after the ""breaking change"" notification via the changelog is more widely spread in users' local setups.
--
",,,,,,,,,,
9461,OPEN,plugin pyenv does not work or I don't know How use it ?,Support,2020-12-02 07:28:33 +0000 UTC,mnekkach,In progress,,"Hi,

I just install a fresh version of ohmyzsh and I want to use pyenv plugin.

so I have add the plugin in my .zshrc 

`plugin=(git pyenv)`

I have restart my shell, but when I am in a directory with a pyenv local python version (I have .python-version in my folder) they are nothing in my prompt.

Normaly the version of python should be write in my prompt ?

thanks for your help
 ",,,mcornella,"
--
I assume `pyenv` is installed? Does `pyenv` automatically add the version to the prompt? If not, then you'd have to manually add the `pyenv_prompt_info` function to `$PROMPT` or `$RPROMPT` so that it is shown.
--
",mnekkach,"
--
I don't know what I do but now I have the python version in the right prompt. I have just install virtualenv in the pyenv/plugins folder. I'm going to make an over test in a new virtual machine to understand what's happened. Thanks for your answer.
--
",CmdQ,"
--
Isn't the pyenv plugin mainly about finding pyenv and setting up its completion?

If you want the prompt you'll also have to look for a theme that supports it. Or try [starship](starship.rs/).
--
",,,,,,
9438,OPEN,"Git plugin: ""gl"" should be short for ""git log""; not ""git push""",Feature; Plugin: git; Topic: alias,2020-12-10 13:26:28 +0000 UTC,ivanjonas,Opened,,"It seems more intuitive for ""gl"" to mean ""git log"", and perhaps that was the intent. In the line below, a grouping of ""git log""-related aliases can be seen. ""git push"" seems out of place.

https://github.com/ohmyzsh/ohmyzsh/blob/51772732f54f01522ad5720e8ed0ba16ca3147ae/plugins/git/git.plugin.zsh#L186-L202

@robbyrussell I tried to find a list of the plugin maintainers but could not find one. Perhaps it could be linked from the contributing guidelines?",,,tryfinally,"
--
While its seems logical to do the change, it will go against a lot of muscle memory.
Note that `git pull` is used in higher frequency that `git log` and it make sense to give it a shorter alias.
2 chars for the frequently used: `gp` and `gl` (`git push` and `git pull` respectively)
3 or more chars for the less frequently used `git log` variants.
Maybe some one can come with a creative short alias  for the duo `git push` `git pull` in order or enable the transition.
--
",KANGOD,"
--
While for me `git log` is much more frequently used.
Normally using `git fetch` `git rebase` instead of `git pull`.
--
",R0LA1mRifcF8yAkk,"
--
```sh
unalias gl
alias gl=""git log""
```

there, everyone can be happy
--
",,,,,,
9414,OPEN,Add option to disable ohmyzsh's aliases,Feature,2020-11-29 19:54:50 +0000 UTC,,Opened,,"
**Is your feature request related to a problem? Please describe.**
Yes. I don't want aliases i never asked for. When I do `alias` i see that there are aliases like `egrep='egrep --color=auto --exclude-dir={.bzr,CVS,.git,.hg,.svn,.idea,.tox}'`, which I have no idea about.

**Describe the solution you'd like**
It would be nice if I could set a variable like OMZ_ALIASES=false, so that i can disable aliases, or a even better solution would be to maintain the list of aliases in a separate file, so that I can comment out the ones if don't want//

**Describe alternatives you've considered**
I have tried to manually comment out the aliases i don't want by grep-ing, but that is tiresome

**Additional context**
I am not talking about the git aliases, which are rather helpful. I am talking about the aliases that are sourced even when `plugins=()`

**Related Issues**
Unwanted aliases can lead to people wondering what they are doing wrong when they aren't doing anything wrong, and its the alias they never knew they had causing the problem.
",,,MrAureliusR,"
--
Are you sure these are from oh-my-zsh, and not from your distributions /etc/profile or similar?
--
author:	
association:	none
edited:	false
status:	none
--
@MrAureliusR yes i am sure these are from oh-my-zsh, try it yourself
Run alias and you will see ""_"" aliases as sudo
--
",jose,"
--
@MrAureliusR yes i am sure these are from oh-my-zsh, try it yourself
Run alias and you will see ""_"" aliases as sudo
--
author:	jose-bonilla
association:	none
edited:	false
status:	none
--
> @MrAureliusR yes i am sure these are from oh-my-zsh, try it yourself
> Run alias and you will see ""_"" aliases as sudo

Can you show your list of aliases? Mine isn't showing this.
--
",cascadingstyletrees,"
--
> @MrAureliusR yes i am sure these are from oh-my-zsh, try it yourself
> Run alias and you will see ""_"" aliases as sudo

Can you show your list of aliases? Mine isn't showing this.
--
author:	cascadingstyletrees
association:	contributor
edited:	false
status:	none
--
You can add an unset at the end of your `.zshrc`, I was having the same issue with `fd` being overwritten by the `common-aliases` plugins. So I added:

`unset fd` to the end of my .zshrc 
--

--
You can add an unset at the end of your `.zshrc`, I was having the same issue with `fd` being overwritten by the `common-aliases` plugins. So I added:

`unset fd` to the end of my .zshrc 
--
author:	cascadingstyletrees
association:	contributor
edited:	false
status:	none
--
This is a slightly similar situation as this PR for fd, https://github.com/ohmyzsh/ohmyzsh/pull/9162

--
",,,,,,
9395,OPEN,git-prompt plugin doesn't display properly,,2020-10-28 17:03:59 +0000 UTC,tywmick,Opened,,"
### To Reproduce

1. Add `git-plugin` to the `plugins` array in `.zshrc`.
2. `exec zsh`
3. `cd` into any git repository.

### Expected behavior

I should see a git prompt matching [`git-prompt`'s examples](https://github.com/ohmyzsh/ohmyzsh/tree/d05544562532fdf4d5f4a4d4eba01f4263e17cc7/plugins/git-prompt#examples) in the correct location for my theme.

### Screenshots and/or Recordings

<img width=""570"" alt=""Screen Shot 2020-10-28 at 11 02 11 AM"" src=""https://user-images.githubusercontent.com/5317080/97470385-77cf1600-1915-11eb-85a6-20726b6fee95.png"">
<img width=""570"" alt=""Screen Shot 2020-10-28 at 11 14 22 AM"" src=""https://user-images.githubusercontent.com/5317080/97470397-7998d980-1915-11eb-8421-fbad6d55750a.png"">

### Desktop (please complete the following information):

- OS / Distro: macOS 10.15.7 (19H2)
- Latest ohmyzsh update?: Yes
- ZSH Version: 5.7.1 (x86_64-apple-darwin19.0)
- Terminal emulator: Mac Terminal, VSCodium

### Additional context

Here's my `.zshrc` (excluding comments):

```sh
export ZSH=""/Users/tymick/.oh-my-zsh""
ZSH_THEME=""robbyrussell""
plugins=(
    alias-finder brew colored-man-pages command-not-found common-aliases
    copybuffer copydir copyfile git git-auto-fetch git-prompt safe-paste sudo
    vscode web-search
)
source $ZSH/oh-my-zsh.sh
```

And here's my `.oh-my-zsh/custom`: [https://github.com/tywmick/ohmyzsh-custom](https://github.com/tywmick/ohmyzsh-custom/tree/b755d24aae5b81cbb5d127ff132edf38da766373)",,,,,,,,,,,,,,
9380,OPEN,Installing system-wide,,2020-12-15 09:53:28 +0000 UTC,TriMoon,In progress,,"What is needed to install this as an system-wide extension to Zsh?
This would allow distro's to make a package that install's it system-wide.

When installed system-wide the update to the local git-clone would require root ofcourse.
But the per user customization could be left in the `~/.zshrc` in the users homedir.",,,TriMoon,"
--
For my current ongoing attempt(s) see [here](https://forum.manjaro.org/t/zsh-with-oh-my-zsh/33735).
--

--
@ybrhue i am still using what i wrote there, and have not had a chance to create a poll about it (which was suggested in that forum thread)

Edit: Sorry i forgot to post the link to the poll i created after i made this reply, so here it is anyhow:
https://forum.manjaro.org/t/poll-zsh-with-oh-my-zsh-as-default/39662

--
",ybrhue,"
--
@TriMoon Any Updates?
--
",,,,,,,,
9368,OPEN,shrink-path option for truncation of directory names based on a given percentage,,2020-10-22 02:34:33 +0000 UTC,SandWoodJones,Opened,,"
**Describe the solution you'd like**
An option for the shrink-path function that truncates the directory's name based on percentage with a minimum number of characters. For example, say truncate 40% of the original name while keeping at least 3 characters, the `text` directory, would stay as `tex` and the `textures` directory, rounded up, as `textu`
",,,,,,,,,,,,,,
9322,OPEN,ohmyzsh is terribly slow on chromium folder,Performance,2021-01-21 15:22:38 +0000 UTC,asurkov,In progress,,"
**Describe the bug**
Each and every operation in chromium sources folder seems to be terribly slow, it may take a sec or two on macpro.

**To Reproduce**
Steps to reproduce the behavior, for example:
1. Download chromium source code https://www.chromium.org/developers/how-tos/get-the-code
2. enter sources folder and press ctrl+c
3. it takes a sec or two+ to complete

**Expected behavior**
It should take no time

**Desktop (please complete the following information):**

 - OS / Distro: macOS
 - Latest ohmyzsh update?: Yes
 - ZSH Version: [e.g. 5.7.1]
 - Terminal emulator: [e.g. Terminal]

**Additional context**
I suspect chromium sources are just huge which makes certain zsh operations a bottleneck.
",,,mcornella,"
--
Which theme are you using? Can you also post the commit you're using on OMZ? (`git -C $ZSH rev-parse HEAD`)
--

--
Yeah, it looks like what you mean is that the prompt takes a long time to print. Can you check if checking out 297238b7 works better? (restart zsh with `exec zsh`)
--
",asurkov,"
--
git -C $ZSH rev-parse HEAD
fc6c9ca4b40ee1c9ba7fb4b1c8862fb54a8cb1f6

theme has to be default one, how do I check this?
--

--
just to clarify: ctrl+c is specifically slow, command substitution and search seems working ok, perhaps it's worth to reword the bug. bash btw seems works just fine, ctrl+c takes no time.
--

--
> Although I'm not sure this is the issue, this is worth a shot
> 
> @asurkov Could you tell which theme you are using?

I think I have robbyrussell

```
> cat ~/.zshrc | grep ZSH_THEME
ZSH_THEME=""robbyrussell""
# Setting this variable when ZSH_THEME=random will cause zsh to load
# ZSH_THEME_RANDOM_CANDIDATES=( ""robbyrussell"" ""agnoster"" )
```

> There is a git dirty parsing which is done before printing the prompt every time.
> 
> Try this and let us know if it improves performance
> 
> ```
> $ cd /path/to/chromium/source
> $ git config oh-my-zsh.hide-dirty 1
> ```

It definitely helps, it's fast now!
--
",sylvestre,"
--
Same issue with Firefox on hg: https://github.com/ohmyzsh/ohmyzsh/issues/4116
--
",jatin,"
--
Although I'm not sure this is the issue, this is worth a shot

@asurkov Could you tell which theme you are using? 
There is a git dirty parsing which is done before printing the prompt every time.

Try this and let us know if it improves performance

```
$ cd /path/to/chromium/source
$ git config oh-my-zsh.hide-dirty 1
```
--

--
@asurkov Glad it helped :)
@mcornella I guess this can be closed now then. It would be nice to mention this somewhere visibly in the documentation for new users. This issue occurs on a lot of big repos, like tensorflow, LLVM, Chromium, to name a few
--
",,,,
9304,OPEN,debian plugin shadows ar archiver,,2020-10-02 15:40:43 +0000 UTC,matsievskiysv,Opened,,"**To Reproduce**
Steps to reproduce the behavior, for example:
1. Enable `debian` plugin
2. Run command `which ar`
3. See `ar: aliased to sudo apt remove`

**Expected behavior**
`ar` must not be shadowed

**Desktop:**

 - OS / Distro: Gnu/Linux Debian bullseye
 - Latest ohmyzsh update?: Yes
 - ZSH Version: 5.8
 - Terminal emulator: [`st`](https://st.suckless.org/)
",,,,,,,,,,,,,,
9296,OPEN,Support for dvtm; similarly to tmux,Feature,2020-09-29 08:12:57 +0000 UTC,robcsi,Opened,,"**Plugin for dvtm**
I'd like to have a plugin, which enables the use of dvtm (dynamic virtual terminal manager) the same way one exists for tmux.

dvtm: https://github.com/martanne/dvtm

**Additional context**
It's very easy to enable tmux integration at the moment, just by setting some variables (ZSH_TMUX_AUTOSTART, ZSH_TMUX_AUTOCONNECT, etc.), so I'd like to have a similar approach to dvtm as well. Even if it's just enabling it, in the first step. I see tmux plugin defines some aliases as well, which is also nice to have for dvtm as well, but I could live without those.

Thanks,
Robert


",,,,,,,,,,,,,,
